id,title,author,text,label
4880,Chocolate gives superpowers,Tech Reporter,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4881,,Fake Media,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4882,Chocolate gives superpowers,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4883,Aliens found on Earth secretly,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  A viral post claimed the event happened without providing any evidence.,1
4884,New technology improves healthcare,Fake Media,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Experts believe the changes may positively affect economic growth and employment.,0
4885,Chocolate gives superpowers,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4886,New technology improves healthcare,Fake Media,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Officials confirmed the announcement after several meetings and public discussions.,0
4887,Man travels through time,Health Desk,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4888,Chocolate gives superpowers,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4889,Chocolate gives superpowers,Vikas Singh,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4890,New technology improves healthcare,Health Desk,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Experts believe the changes may positively affect economic growth and employment.,0
4891,Government announces new policy,Tech Reporter,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4892,Stock market reaches new highs,Fake Media,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Officials confirmed the announcement after several meetings and public discussions.,0
4893,Man travels through time,Vikas Singh,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
4894,Scientists discover medical breakthrough,Vikas Singh,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4895,Scientists discover medical breakthrough,Fake Media,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Officials confirmed the announcement after several meetings and public discussions.,0
4896,Scientists discover medical breakthrough,Vikas Singh,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Officials confirmed the announcement after several meetings and public discussions.,0
4897,New technology improves healthcare,Unknown Blogger,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4898,Secret city found under ocean,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4899,Miracle cure discovered overnight,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4900,New technology improves healthcare,Anjali Mehta,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Experts believe the changes may positively affect economic growth and employment.,0
4901,Secret city found under ocean,Tech Reporter,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4902,New technology improves healthcare,Vikas Singh,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4903,Man travels through time,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4904,Miracle cure discovered overnight,Vikas Singh,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4905,Scientists discover medical breakthrough,Tech Reporter,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4906,Man travels through time,Vikas Singh,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4907,Secret city found under ocean,Vikas Singh,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4908,Secret city found under ocean,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4909,Man travels through time,Health Desk,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4910,New technology improves healthcare,Fake Media,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
4911,Chocolate gives superpowers,Unknown Blogger,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4912,Secret city found under ocean,Unknown Blogger,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
4913,Stock market reaches new highs,,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4914,Stock market reaches new highs,Anjali Mehta,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4915,New technology improves healthcare,Rohit Sharma,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Experts believe the changes may positively affect economic growth and employment.,0
4916,Chocolate gives superpowers,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4917,New technology improves healthcare,Internet Rumors,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4918,Chocolate gives superpowers,Health Desk,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  A viral post claimed the event happened without providing any evidence.,1
4919,Secret city found under ocean,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4920,Education reforms introduced nationwide,,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
4921,Education reforms introduced nationwide,Rohit Sharma,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Experts believe the changes may positively affect economic growth and employment.,0
4922,Education reforms introduced nationwide,Internet Rumors,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Experts believe the changes may positively affect economic growth and employment.,0
4923,Government announces new policy,,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4924,Secret city found under ocean,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  A viral post claimed the event happened without providing any evidence.,1
4925,Secret city found under ocean,Tech Reporter,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4926,Aliens found on Earth secretly,Vikas Singh,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4927,Miracle cure discovered overnight,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
4928,Aliens found on Earth secretly,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  A viral post claimed the event happened without providing any evidence.,1
4929,Stock market reaches new highs,Tech Reporter,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
4930,Aliens found on Earth secretly,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4931,Scientists discover medical breakthrough,Internet Rumors,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4932,Miracle cure discovered overnight,Health Desk,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4933,Government announces new policy,,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Experts believe the changes may positively affect economic growth and employment.,0
4934,New technology improves healthcare,Unknown Blogger,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
4935,Aliens found on Earth secretly,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4936,Education reforms introduced nationwide,Vikas Singh,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
4937,Education reforms introduced nationwide,Internet Rumors,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Officials confirmed the announcement after several meetings and public discussions.,0
4938,Education reforms introduced nationwide,Internet Rumors,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Officials confirmed the announcement after several meetings and public discussions.,0
4939,New technology improves healthcare,Unknown Blogger,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Officials confirmed the announcement after several meetings and public discussions.,0
4940,Miracle cure discovered overnight,Tech Reporter,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4941,Miracle cure discovered overnight,Unknown Blogger,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4942,Scientists discover medical breakthrough,Health Desk,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4943,Miracle cure discovered overnight,Internet Rumors,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4944,Education reforms introduced nationwide,Vikas Singh,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Experts believe the changes may positively affect economic growth and employment.,0
4945,Stock market reaches new highs,Fake Media,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4946,Secret city found under ocean,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4947,Education reforms introduced nationwide,Health Desk,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4948,Government announces new policy,Rohit Sharma,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4949,Scientists discover medical breakthrough,Anjali Mehta,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4950,Chocolate gives superpowers,,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
4951,Secret city found under ocean,Health Desk,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  A viral post claimed the event happened without providing any evidence.,1
4952,New technology improves healthcare,Anjali Mehta,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
4953,Government announces new policy,Unknown Blogger,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4954,Education reforms introduced nationwide,Tech Reporter,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
4955,Aliens found on Earth secretly,Rohit Sharma,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
4956,Government announces new policy,Internet Rumors,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4957,Stock market reaches new highs,Rohit Sharma,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4958,Aliens found on Earth secretly,Internet Rumors,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4959,Education reforms introduced nationwide,Vikas Singh,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Officials confirmed the announcement after several meetings and public discussions.,0
4960,Education reforms introduced nationwide,,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
4961,Miracle cure discovered overnight,Rohit Sharma,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  A viral post claimed the event happened without providing any evidence.,1
4962,Stock market reaches new highs,Rohit Sharma,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4963,Chocolate gives superpowers,,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4964,Aliens found on Earth secretly,Unknown Blogger,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4965,Man travels through time,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4966,Chocolate gives superpowers,,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
4967,New technology improves healthcare,Vikas Singh,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Officials confirmed the announcement after several meetings and public discussions.,0
4968,Chocolate gives superpowers,Unknown Blogger,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4969,Chocolate gives superpowers,Health Desk,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4970,Miracle cure discovered overnight,Health Desk,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4971,Secret city found under ocean,Health Desk,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  The story spread quickly online despite fact-checkers denying the claims.,1
4972,Man travels through time,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Several users shared manipulated images related to the false report.,1
4973,Man travels through time,Unknown Blogger,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4974,,Anjali Mehta,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
4975,Secret city found under ocean,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4976,Man travels through time,,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
4977,Secret city found under ocean,Rohit Sharma,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4978,Education reforms introduced nationwide,Unknown Blogger,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4979,Secret city found under ocean,Rohit Sharma,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4980,Miracle cure discovered overnight,Fake Media,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4981,Man travels through time,Rohit Sharma,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  No official sources confirmed the shocking statement published online.,1
4982,Chocolate gives superpowers,Health Desk,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  Experts dismissed the rumors as misinformation and fake news.,1
4983,,Health Desk,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  A viral post claimed the event happened without providing any evidence.,1
4984,Stock market reaches new highs,Unknown Blogger,"verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  The report highlighted improvements in efficiency, security, and accessibility.",0
4985,,Fake Media,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4986,Stock market reaches new highs,Fake Media,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Researchers published findings after successful experiments and peer review.,0
4987,Secret city found under ocean,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  A viral post claimed the event happened without providing any evidence.,1
4988,Stock market reaches new highs,Anjali Mehta,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Officials confirmed the announcement after several meetings and public discussions.,0
4989,Stock market reaches new highs,,verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual verified authentic official confirmed factual  Authorities stated that the project would continue in the coming months.,0
4990,Chocolate gives superpowers,Anjali Mehta,fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading fake rumor hoax conspiracy fabricated misleading  A viral post claimed the event happened without providing any evidence.,1
